,vignette_name,generation_number,generation_time,response,reflection_score,id
1819,class,1,10475,Tell the teacher the truth ,100,110
1820,class,2,13205,Hurry up and redo the homework,20,110
1821,class,3,12667,Pretend I am sick and need to go home,0,110
1822,class,4,11522,Not turn in the homework,0,110
1823,class,5,8203,Skip class,0,110
1824,medication,0,13660,See if there is a cheaper medicine that would help,100,110
1825,medication,1,11772,Borrow money from family/friend,90,110
1826,medication,2,18603,Shop around for cheapest price,100,110
1827,medication,3,9623,Pay for it and cut back somewhere else,100,110
1828,medication,4,14477,Not get the medicine at all,0,110
1829,medication,5,4459,Steal it,0,110
1830,mother,0,21248,See what services are available to help me help my father,100,110
1831,mother,1,12061,Get a bigger apartment,94,110
1832,mother,2,10484,See if family can help finacially,89,110
1833,mother,3,10805,Hire at home nurses,100,110
1834,mother,4,15365,Move in with him,99,110
1835,mother,5,21607,Figure out a change in my finances to help,100,110
1836,bakery,0,14896,Count the drawer again and hope its okay,100,110
1837,bakery,1,10163,Try to figure out what happened,100,110
1838,bakery,2,18857,Put in my own money to balance the drawer,7,110
1839,bakery,3,7677,Leave the drawer short,0,110
1840,bakery,4,25055,Dont mention the drawer was short,0,110
1841,bakery,5,32435,Charge more the next day to make up for shortage,0,110
1842,store,0,13512,Call another employee to see if they can help,100,110
1843,store,1,13433,Keeping calling my boss,100,110
1844,store,2,16657,Close the store and go to court,85,110
1845,store,3,7207,Skip court,0,110
1846,store,4,19105,Just leave the store open and go to court,0,110
1847,store,5,17261,Try to reschedule court,13,110
1848,gas,0,6078,Say no,92,110
1849,gas,1,10176,Offer to call her a cab,100,110
1850,gas,2,14447,Tell her you can take her part of the way,90,110
1851,gas,3,10551,Suggest she call police for help,100,110
1852,gas,4,18557,Give her some money to figure it out herself,89,110
1853,gas,5,7145,Take her where she wants to go,71,110
1854,ring,0,14634,Call Taxi company and hope they can bring it to you,100,110
1855,ring,1,16924,Tell your sister there is a problem,83,110
1856,ring,2,19443,Borrow a ring from someone else,18,110
1857,ring,3,14291,Ask someone to drive you to where taxi is,100,110
1858,ring,4,16185,Pretend you have it and let the ceromony go on,0,110
1859,ring,5,33563,Leave and that will cause a delay in ceromony,0,110
1860,summer,0,7406,Call the police,100,110
1861,summer,1,7359,Try to open car doors,100,110
1862,summer,2,16790,Go into store and ask them to page driver of the car,100,110
1863,summer,3,10891,Break window to get car open,51,110
1864,summer,4,20353,Wait to see if owner comes back,87,110
1865,summer,5,26155,Ask others for help,100,110
1866,arizona,0,6159,Go find help,92,110
1867,arizona,1,8401,Keep trying to get her arm out,91,110
1868,arizona,2,20063,Break her arm to get it out,8,110
1869,arizona,3,21039,Forget about her worry about yourself,0,110
1870,arizona,4,10463,Stay put and hope someone comes by to help,83,110
1871,arizona,5,30217,Yell for help,76,110
1872,concert,0,5812,Buy another ticket,100,110
1873,concert,1,7427,Skip the show,37,110
1874,concert,2,8691,Try to sneak in,0,110
1875,concert,3,17019,Go get the ticket and hope not to miss the whole show,77,110
1876,concert,4,13623,See if someone will sell you their ticket,88,110
1877,concert,5,26469,Let him miss the concert and you still see it,0,110
1878,ring,0,9377,call the taxi company ,95,63
1879,ring,1,9516,call the taxi company ,99,63
1880,ring,2,7095,tell my sister ,98,63
1881,ring,3,12077,try to track down the taxi ,31,63
1882,ring,4,7197,nothing ,1,63
1883,ring,5,10726,talk to the venue ,93,63
1884,concert,0,7902,try to buy tickets at the venue,100,63
1885,concert,1,5612,give him my ticket ,54,63
1886,concert,2,8012,call a friend to get the tickets ,64,63
1887,concert,3,3566,nothing ,5,63
1888,concert,4,4251,sneak into the concert ,2,63
1889,concert,5,4372,go home,53,63
1890,bakery,0,5461,replace the money ,58,63
1891,bakery,1,8071,make everyone contribute to replacing the money ,59,63
1892,bakery,2,2840,nothing,0,63
1893,bakery,3,7365,act like I had no idea ,2,63
1894,bakery,4,3908,work more ,25,63
1895,bakery,5,6872,ignore it ,1,63
1896,summer,0,4472,call the police ,100,63
1897,summer,1,5187,tell mall security ,100,63
1898,summer,2,4280,break a window ,100,63
1899,summer,3,10155,break into the car ,100,63
1900,summer,4,3565,nothing ,0,63
1901,summer,5,13980,get food and water or the dog ,100,63
1902,arizona,0,9180,walk back to get help,84,63
1903,arizona,1,4855,get her unstuck ,57,63
1904,arizona,2,2919,find water,89,63
1905,arizona,3,6136,try to find service ,83,63
1906,arizona,4,2879,nothing ,0,63
1907,arizona,5,12412,find shade ,82,63
1908,gas,0,8422,het her an uber ,100,63
1909,gas,1,4685,get her a taxi ,100,63
1910,gas,2,4334,call for help ,100,63
1911,gas,3,5679,drive her there ,0,63
1912,gas,4,3200,ignore her,1,63
1913,gas,5,7717,give her wrong directions ,0,63
1914,mother,0,4290,move in with him ,82,63
1915,mother,1,7080,help him financially ,85,63
1916,mother,2,9856,help him find a cheaper place ,62,63
1917,mother,3,7120,move to a bigger apartment ,53,63
1918,mother,4,3101,nothing ,0,63
1919,mother,5,9186,get him an aide ,73,63
1920,class,0,11164,explain the situation ,100,63
1921,class,1,3507,skip class,55,63
1922,class,2,8315,redo the assignment ,44,63
1923,class,3,3261,nothing ,51,63
1924,class,4,8742,pretend there was no homework ,0,63
1925,store,0,4682,skip work ,9,63
1926,store,1,4429,call in sick ,37,63
1927,store,2,3574,work anyway ,53,63
1928,store,3,3030,nothing ,0,63
1929,store,4,7361,go to the appointment ,54,63
1930,store,5,5396,ignore him ,2,63
1931,medication,0,4774,get another job,100,63
1932,medication,1,5395,borrow money ,100,63
1933,medication,2,6021,steal the medication ,0,63
1934,medication,3,9269,explain situation to insurance ,100,63
1935,medication,4,7139,get new insurance ,89,63
1936,medication,5,4348,nothing ,0,63
1937,medication,0,10406,appeal to the insurance company,92,136
1938,medication,1,10601,look for discounts or coupons for the medication,92,136
1939,medication,2,8942,work on a payment plan with the provider,58,136
1940,medication,3,8835,ask for advice on social media,57,136
1941,medication,4,10185,do my own research,77,136
1942,medication,5,5466,pray,5,136
1943,mother,0,11812,ask other relatives to help,80,136
1944,mother,1,7175,see if insurance can cover it,92,136
1945,mother,2,12103,get another job,40,136
1946,mother,3,9930,find a home aid,66,136
1947,mother,4,2035,pray,5,136
1948,mother,5,13746,see if he has other assets,64,136
1949,bakery,0,19943,make up the balance myself,38,136
1950,bakery,1,17525,call the other workers to check on the missing money,60,136
1951,bakery,2,8156,"say ""oh well""",39,136
1952,bakery,3,10044,appeal to the manager to forgive the missing amount,69,136
1953,bakery,4,17544,ask for advice on social media,52,136
1954,bakery,5,3285,no other ideas,30,136
1955,arizona,0,17826,go for help,72,136
1956,arizona,1,20271,drink her water so I can keep working,69,136
1957,arizona,2,3991,cut off her arm,2,136
1958,arizona,3,7426,grease her arm with sunscreen and try to pull it out,77,136
1959,arizona,4,2437,scream,63,136
1960,arizona,5,4094,cry,58,136
1961,concert,0,7097,send him back for the ticket,69,136
1962,concert,1,6814,try to buy a ticket for him at the door,85,136
1963,concert,2,18865,ask other concert goers if they had an extra ticket,100,136
1964,concert,4,8640,send him pics from inside the concert!,22,136
1965,concert,5,2891,no other ideas,8,136
1966,gas,0,10706,give her a ride to her destination,65,136
1967,gas,1,6749,give her a ride to a bus or train stop,58,136
1968,gas,2,4442,say no and leave her,32,136
1969,gas,3,9313,give her money to take transportation,79,136
1970,gas,4,4082,say good luck!,35,136
1971,gas,5,3903,no other ideas,15,136
1972,ring,0,17884,interrupt the ceremony to explain,74,136
1973,ring,1,9438,start crying,54,136
1974,ring,2,6545,"say ""a funny thing happened""",39,136
1975,ring,3,9852,run back to the taxi,18,136
1976,ring,4,6355,shit out of luck,17,136
1977,ring,5,2471,no ideas,16,136
1978,store,0,8063,close the store and put a note on the door,93,136
1979,store,1,5174,leave a message for your boss,86,136
1980,store,2,4183,call in another coworkers,73,136
1981,store,3,17470,stay at the store and miss the court appointment,5,136
1982,store,4,1897,no other ideas,5,136
1983,store,5,9616,quit the job,7,136
1984,class,0,15050,ask the teacher if my mom can send me a photo of it,91,136
1985,class,1,4812,take the Zero,5,136
1986,class,2,5345,beg for an extension,61,136
1987,class,3,8094,ask the teacher if my mom could write me an excuse,57,136
1988,class,4,18043,ask to make up the assignment during school time,82,136
1989,class,5,1778,no other ideas,3,136
1990,summer,0,9181,break the back window,80,136
1991,summer,1,9792,run into the store to make an announcement,64,136
1992,summer,2,3208,ignore the problem,0,136
1993,summer,3,6690,ask other people in the parking lot for help,91,136
1994,summer,4,1966,call the police,100,136
1995,summer,5,4084,call the humane society,37,136
1996,class,0,6215,Call mom to bring homework,93,127
1997,class,1,5139,Redo homework quickly,32,127
1998,class,2,8952,Tell teacher situation & ask to turn it in late,96,127
1999,class,3,8964,Ask for extension,87,127
2000,class,4,9139,Have panic attack,13,127
2001,class,5,9852,See if friend would let me copy homework,0,127
2002,mother,0,23366,See if siblings will help pay for retirement home,72,127
2003,mother,1,8495,See if another sibling can house him,76,127
2004,mother,2,16654,Take out loan to house him,12,127
2005,mother,3,9398,Research financial aid for this situation,87,127
2006,mother,4,16802,Sell parents house/items to have money to get bigger apt,84,127
2007,mother,5,11351,Pray for inspiration,85,127
2008,gas,0,11017,Call her a cab/Uber,89,127
2009,gas,2,13929,Ask around to see if anyone else at gas station is going out there,60,127
2010,gas,3,5544,Ignore her and go home,40,127
2011,gas,4,12658,Give her money for cab,87,127
2012,summer,0,4777,Call police,100,127
2013,summer,1,9582,Break window,55,127
2014,summer,2,15800,Wait for owner & keep an eye on dog,29,127
2015,summer,3,13586,Drive away,0,127
2016,summer,4,14066,Go into mall and have someone page owner of vehicle,71,127
2017,summer,5,18594,Break window & call cops,58,127
2018,arizona,0,25178,Leave her and go down to get service to call for help,99,127
2019,arizona,1,33482,Tie tourniquet and remove arm if we have tools to do so ,51,127
2020,arizona,2,30557,Find things to leverage moving rocks or arm,59,127
2021,arizona,3,31123,Stay with friend & hope someone comes along,12,127
2022,arizona,4,23155,Yell for help to see if anyone is around,53,127
2023,arizona,5,14700,Leave and get help as quickly as I can,100,127
2024,ring,0,11941,Step out & call taxi service to have them come return it,88,127
2025,ring,2,21104,Whisper to the groom what is happening & ask what he wants me to do,32,127
2026,ring,3,17792,Whisper to priest to stall and try to go get the rings,66,127
2027,ring,4,39608,Call cab service to return & announce they are on their way when ring part comes,87,127
2028,ring,5,35227,Step out and hope I can resolve before disrupting service,46,127
2029,concert,0,26429,Drop Ted off where we are & call him a cab,91,127
2030,concert,1,9070,Give Ted my ticket & I go get his ticket,52,127
2031,concert,2,27498,All return to get ticket so we all experience the same concert,16,127
2032,concert,4,17655,Go to concert and then let Ted use car to go get his ticket,54,127
